LOG_NO,COMPLAINT_DATE,ASSIGNMENT,CASE_TYPE,CURRENT_STATUS,CURRENT_CATEGORY,FINDING_CODE,POLICE_SHOOTING,BEAT,RACE_OF_COMPLAINANT,SEX_OF_COMPLAINANT,AGE_OF_COMPLAINANT,COMPLAINT_HOUR,COMPLAINT_DAY,COMPLAINT_MONTH
1074986,05/04/2015 03:16:26 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1414,Hispanic,Male,30-39,15,2,5
1074994,05/04/2015 05:35:56 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,1824,Hispanic,Male,30-39,17,2,5
1075012,05/05/2015 11:35:55 AM,IPRA,Complaint,Closed,Excessive Force,No Finding,No,731,African American / Black,Male,30-39,11,3,5
1075020,05/05/2015 03:04:44 PM,IPRA,Complaint,Closed,Civil Suits,NO AFFIDAVIT,No,1511,African American / Black,Male,20-29,15,3,5
1075027,05/05/2015 08:09:59 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,1115,African American / Black,Female,20-29,20,3,5
1075041,05/06/2015 05:57:42 PM,IPRA,Complaint,Closed,Verbal Abuse,UNFOUNDED,No,813,White,Male,50-59,17,4,5
1075043,05/06/2015 09:05:09 PM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,825,African American / Black,Female,20-29,21,4,5
1075043,05/06/2015 09:05:09 PM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,825,African American / Black,Female,30-39,21,4,5
1075043,05/06/2015 09:05:09 PM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,825,African American / Black,Male,30-39,21,4,5
1075045,05/06/2015 09:49:45 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,214,African American / Black,Female,30-39,21,4,5
1075048,05/07/2015 08:15:29 AM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,723,African American / Black,Male,40-49,8,5,5
1075055,05/07/2015 05:23:58 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,2422,White,Male,40-49,17,5,5
1075056,05/07/2015 06:27:54 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,733,African American / Black,Female,30-39,18,5,5
1075056,05/07/2015 06:27:54 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,733,African American / Black,Male,0-19,18,5,5
1075057,05/07/2015 06:40:36 PM,IPRA,Complaint,Closed,Domestic Violence,SUSTAINED,No,0,White,Female,30-39,18,5,5
1075060,05/07/2015 09:10:38 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,511,African American / Black,Female,0-19,21,5,5
1075066,05/08/2015 12:50:19 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2525,Hispanic,Male,0-19,0,6,5
1075067,05/08/2015 01:49:10 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1011,African American / Black,Male,0-19,1,6,5
1075069,05/08/2015 01:27:20 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,715 | 713,African American / Black,Male,20-29,13,6,5
1075075,05/08/2015 04:09:36 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,511,African American / Black,Female,0-19,16,6,5
1075085,05/08/2015 09:36:51 PM,IPRA,Complaint,Closed,Miscellaneous,No Finding,No,921,African American / Black,Male,0-19,21,6,5
1075095,05/09/2015 06:53:21 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,731,White,Male,20-29,18,7,5
1075096,05/09/2015 11:47:48 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1133,African American / Black,Male,20-29,23,7,5
1075097,05/10/2015 02:31:55 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,123,African American / Black,Male,40-49,2,1,5
1075102,05/10/2015 06:06:15 PM,IPRA,Complaint,Closed,Death or Injury In Custody,No Finding,No,913,African American / Black,Male,30-39,18,1,5
1075115,05/11/2015 01:15:47 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1533,African American / Black,Male,20-29,13,2,5
1075116,05/11/2015 01:25:35 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,914,Asian or Pacific Islander,Female,20-29,13,2,5
1075120,05/11/2015 03:48:50 PM,IPRA,Complaint,Closed,Miscellaneous,UNFOUNDED,No,2423,African American / Black,Male,20-29,15,2,5
1075125,05/11/2015 07:58:48 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1111,African American / Black,Male,30-39,19,2,5
1075126,05/11/2015 11:21:26 PM,IPRA,Complaint,Closed,Excessive Force,No Finding,No,2024,African American / Black,Male,50-59,23,2,5
1075131,05/12/2015 12:37:06 PM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,924,African American / Black,Female,30-39,12,3,5
1075137,05/12/2015 07:48:38 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1631,Hispanic,Male,20-29,19,3,5
1075140,05/13/2015 07:13:31 AM,IPRA,Complaint,Closed,Miscellaneous,No Finding,No,2515,White,Male,20-29,7,4,5
1075151,05/13/2015 04:32:54 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,632,African American / Black,Female,20-29,16,4,5
1075151,05/13/2015 04:32:54 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,632,African American / Black,Female,0-19,16,4,5
1075155,05/13/2015 08:18:57 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1512,African American / Black,Male,30-39,20,4,5
1075157,05/13/2015 08:23:04 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2512,Hispanic,Male,20-29,20,4,5
1075158,05/13/2015 09:36:38 PM,IPRA,Complaint,Pending CPD Review,Verbal Abuse,SUSTAINED,No,1733,African American / Black,Female,30-39,21,4,5
1075161,05/14/2015 08:40:54 AM,IPRA,Complaint,Closed,Verbal Abuse,NOT SUSTAINED,No,726 | 713,African American / Black,Female,40-49,8,5,5
1075171,05/14/2015 04:36:34 PM,IPRA,Complaint,Closed,Verbal Abuse,NO AFFIDAVIT,No,834,African American / Black,Male,20-29,16,5,5
1075176,05/14/2015 07:56:42 PM,IPRA,Complaint,Closed,Excessive Force,No Finding,No,1631,African American / Black,Male,20-29,19,5,5
1075185,05/15/2015 11:17:55 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,422,White,Male,20-29,11,6,5
1075201,05/16/2015 04:40:08 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1122,African American / Black,Male,20-29,4,7,5
1075203,05/16/2015 12:09:48 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,924,African American / Black,Male,20-29,12,7,5
1075211,05/17/2015 09:56:37 AM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,3100,African American / Black,Male,0-19,9,1,5
1075211,05/17/2015 09:56:37 AM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,3100,African American / Black,Male,0-19,9,1,5
1075211,05/17/2015 09:56:37 AM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,3100,African American / Black,Male,0-19,9,1,5
1075211,05/17/2015 09:56:37 AM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,3100,African American / Black,Male,20-29,9,1,5
1075212,05/17/2015 11:05:52 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1531,African American / Black,Male,30-39,11,1,5
1075216,05/17/2015 04:47:13 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,932,African American / Black,Male,20-29,16,1,5
1075217,05/17/2015 05:52:38 PM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,924,African American / Black,Male,20-29,17,1,5
1075228,05/18/2015 12:03:03 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,931,African American / Black,Male,0-19,12,2,5
1075237,05/18/2015 08:57:26 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,623,African American / Black,Male,30-39,20,2,5
1075238,05/18/2015 11:40:03 PM,IPRA,Notification,Closed,Firearm Discharge - No Hits,No Finding,No,713,African American / Black,Male,0-19,23,2,5
1075238,05/18/2015 11:40:03 PM,IPRA,Notification,Closed,Firearm Discharge - No Hits,No Finding,No,713,African American / Black,Male,20-29,23,2,5
1075240,05/19/2015 01:30:32 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2234,African American / Black,Male,40-49,13,3,5
1075248,05/19/2015 08:48:11 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,713,African American / Black,Male,20-29,20,3,5
1075250,05/19/2015 09:37:47 PM,IPRA,Complaint,Closed,Death or Injury In Custody,No Finding,No,713,African American / Black,Male,20-29,21,3,5
1075279,05/21/2015 12:37:59 AM,IPRA,Complaint,Closed,Excessive Force,No Finding,No,124,Asian or Pacific Islander,Female,40-49,0,5,5
1075280,05/21/2015 01:18:54 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,412,African American / Black,Male,50-59,1,5,5
1075281,05/21/2015 09:15:44 AM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1814,African American / Black,Male,30-39,9,5,5
1075284,05/21/2015 01:49:12 PM,IPRA,Complaint,Closed,Miscellaneous,No Finding,No,2515,White,Female,40-49,13,5,5
1075285,05/21/2015 02:06:55 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,2432,African American / Black,Male,20-29,14,5,5
1075292,05/21/2015 05:09:53 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,2534,African American / Black,Male,20-29,17,5,5
1075299,05/22/2015 02:28:43 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,522,African American / Black,Male,20-29,2,6,5
1075308,05/22/2015 12:26:14 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,831,African American / Black,Male,0-19,12,6,5
1075310,05/22/2015 12:55:26 PM,IPRA,Complaint,Closed,Excessive Force,No Finding,No,1921,African American / Black,Male,0-19,12,6,5
1075321,05/23/2015 02:09:48 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,624,African American / Black,Male,30-39,14,7,5
1075327,05/23/2015 11:05:19 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,421,African American / Black,Male,20-29,23,7,5
1075328,05/24/2015 01:04:37 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1233,Hispanic,Male,20-29,1,1,5
1075329,05/24/2015 03:45:44 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,611,African American / Black,Male,20-29,3,1,5
1075330,05/24/2015 04:14:05 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1712,Hispanic,Male,20-29,4,1,5
1075337,05/25/2015 12:11:07 PM,IPRA,Complaint,Closed,Excessive Force,No Finding,No,511,African American / Black,Female,20-29,12,2,5
1075342,05/25/2015 06:44:09 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,124,African American / Black,Male,20-29,18,2,5
1075352,05/26/2015 11:44:59 AM,IPRA,Complaint,Closed,Miscellaneous,UNFOUNDED,No,1133,African American / Black,Male,20-29,11,3,5
1075353,05/26/2015 03:24:35 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,1114,African American / Black,Male,20-29,15,3,5
1075368,05/26/2015 08:31:34 PM,IPRA,Notification,Closed,OC Discharge,No Finding,No,1034,Hispanic,Male,30-39,20,3,5
1075369,05/26/2015 11:00:54 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1122,African American / Black,Male,20-29,23,3,5
1075370,05/27/2015 05:29:14 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2524,African American / Black,Male,40-49,5,4,5
1075382,05/28/2015 04:54:28 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1513,African American / Black,Male,20-29,4,5,5
1075384,05/28/2015 07:27:01 AM,IPRA,Complaint,Closed,Death or Injury In Custody,No Finding,No,1513,African American / Black,Male,20-29,7,5,5
1075390,05/28/2015 11:33:06 AM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,1034,Hispanic,Male,20-29,11,5,5
1075394,05/28/2015 01:25:08 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,324,African American / Black,Male,30-39,13,5,5
1075402,05/28/2015 09:58:47 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2424,African American / Black,Male,20-29,21,5,5
1075405,05/29/2015 03:28:39 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1524,African American / Black,Male,20-29,3,6,5
1075410,05/29/2015 02:38:50 PM,IPRA,Complaint,Closed,Verbal Abuse,NO AFFIDAVIT,No,124,African American / Black,Female,30-39,14,6,5
1075411,05/29/2015 03:53:01 PM,IPRA,Complaint,Closed,Civil Suits,NO AFFIDAVIT,No,612,African American / Black,Male,30-39,15,6,5
1075415,05/29/2015 07:44:14 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1114,African American / Black,Male,0-19,19,6,5
1075417,05/29/2015 10:37:29 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,1623,Hispanic,Male,30-39,22,6,5
1075419,05/30/2015 04:00:45 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1424,Hispanic,Male,20-29,4,7,5
1075420,05/30/2015 05:05:17 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1023,Hispanic,Male,20-29,5,7,5
1075430,05/31/2015 09:26:37 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,2514,Hispanic,Male,0-19,9,1,5
1075433,05/31/2015 02:57:26 PM,IPRA,Notification,Closed,OC Discharge,No Finding,No,1134,African American / Black,Male,20-29,14,1,5
1075442,06/01/2015 02:11:27 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1522,African American / Black,Female,0-19,14,2,6
1075444,06/01/2015 02:36:16 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,1213,African American / Black,Female,30-39,14,2,6
1075444,06/01/2015 02:36:16 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,1213,African American / Black,Male,0-19,14,2,6
1075446,06/01/2015 06:29:42 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,923,White,Male,30-39,18,2,6
1075454,06/02/2015 03:38:50 PM,IPRA,Complaint,Closed,Verbal Abuse,NO AFFIDAVIT,No,3100,African American / Black,Male,0-19,15,3,6
1075461,06/02/2015 08:56:02 PM,IPRA,Complaint,Closed,Death or Injury In Custody,No Finding,No,1623,Hispanic,Male,40-49,20,3,6
1075471,06/03/2015 02:39:50 PM,IPRA,Notification,Closed,OC Discharge,No Finding,No,1915,White,Male,30-39,14,4,6
1075477,06/03/2015 09:50:58 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,1433 | 1414,Hispanic,Male,0-19,21,4,6
1075507,06/06/2015 01:06:22 AM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,2212,White,Male,0-19,1,7,6
1075508,06/06/2015 05:28:13 AM,IPRA,Complaint,Closed,Miscellaneous,UNFOUNDED,No,824,Hispanic,Female,40-49,5,7,6
1075519,06/06/2015 03:54:44 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,2515,White,Female,20-29,15,7,6
1075523,06/06/2015 10:49:17 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,612,African American / Black,Male,20-29,22,7,6
1075524,06/07/2015 01:05:28 AM,IPRA,Notification,Closed,Firearm Discharge - No Hits,No Finding,No,1421,Hispanic,Male,20-29,1,1,6
1075525,06/07/2015 07:30:22 AM,IPRA,Complaint,Closed,Death or Injury In Custody,No Finding,No,1921,African American / Black,Male,20-29,7,1,6
1075526,06/07/2015 12:56:15 PM,IPRA,Complaint,Closed,Operational Violation,NO AFFIDAVIT,No,1924 | 1923,African American / Black,Male,20-29,12,1,6
1075529,06/07/2015 01:44:15 PM,IPRA,Complaint,Closed,Verbal Abuse,No Finding,No,1924,African American / Black,Male,20-29,13,1,6
1075530,06/07/2015 02:39:40 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,624,Hispanic,Female,20-29,14,1,6
1075530,06/07/2015 02:39:40 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,624,African American / Black,Male,30-39,14,1,6
1075531,06/07/2015 03:36:10 PM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,NO AFFIDAVIT,No,1532,African American / Black,Male,0-19,15,1,6
1075532,06/07/2015 03:39:13 PM,IPRA,Complaint,Closed,Excessive Force,No Finding,No,113,White,Male,0-19,15,1,6
1075544,06/08/2015 11:49:31 AM,IPRA,Complaint,Closed,Death or Injury In Custody,No Finding,No,1513,African American / Black,Male,40-49,11,2,6
1075563,06/08/2015 09:44:08 PM,IPRA,Complaint,Closed,Excessive Force,No Finding,No,225,Hispanic,Male,20-29,21,2,6
1075565,06/09/2015 12:16:43 AM,IPRA,Complaint,Closed,Death or Injury In Custody,No Finding,No,1134,African American / Black,Male,30-39,0,3,6
1075579,06/09/2015 08:05:32 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1121,African American / Black,Female,30-39,20,3,6
1075580,06/09/2015 08:52:29 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,414,African American / Black,Male,0-19,20,3,6
1075583,06/09/2015 11:39:16 PM,IPRA,Complaint,Closed,Domestic Violence,UNFOUNDED,No,1624,Hispanic,Female,30-39,23,3,6
1075584,06/10/2015 01:07:46 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1132,African American / Black,Male,30-39,1,4,6
1075585,06/10/2015 02:45:13 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2422,African American / Black,Male,20-29,2,4,6
1075594,06/10/2015 10:12:50 AM,IPRA,Complaint,Closed,Verbal Abuse,NO AFFIDAVIT,No,523,African American / Black,Male,20-29,10,4,6
1075595,06/10/2015 11:28:17 AM,IPRA,Complaint,Closed,Miscellaneous,No Finding,No,2011,African American / Black,Male,30-39,11,4,6
1075607,06/10/2015 07:18:30 PM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,1722,Hispanic,Male,0-19,19,4,6
1075624,06/11/2015 07:17:18 PM,IPRA,Complaint,Closed,Excessive Force,No Finding,No,1133,African American / Black,Female,0-19,19,5,6
1075627,06/11/2015 10:36:18 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,935,African American / Black,Male,0-19,22,5,6
1075634,06/12/2015 12:09:15 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1513,African American / Black,Male,0-19,12,6,6
1075636,06/12/2015 01:36:04 PM,IPRA,Complaint,Closed,Miscellaneous,UNFOUNDED,No,726,African American / Black,Male,70+,13,6,6
1075647,06/12/2015 07:54:34 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2531,African American / Black,Female,20-29,19,6,6
1075649,06/12/2015 09:35:38 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,723,African American / Black,Male,0-19,21,6,6
1075653,06/13/2015 10:45:18 AM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,NO AFFIDAVIT,No,2222,African American / Black,Male,0-19,10,7,6
1075653,06/13/2015 10:45:18 AM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,NO AFFIDAVIT,No,2222,African American / Black,Female,30-39,10,7,6
1075654,06/13/2015 10:49:02 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,411,African American / Black,Female,20-29,10,7,6
1075655,06/13/2015 11:55:10 AM,IPRA,Complaint,Closed,Miscellaneous,No Finding,No,434,African American / Black,Male,40-49,11,7,6
1075659,06/13/2015 06:54:46 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1924,African American / Black,Male,30-39,18,7,6
1075661,06/14/2015 04:04:57 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,413,Hispanic,Male,20-29,4,1,6
1075678,06/15/2015 01:29:26 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1113,African American / Black,Male,20-29,13,2,6
1075684,06/15/2015 03:46:43 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1014,African American / Black,Male,30-39,15,2,6
1075688,06/15/2015 08:11:35 PM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,321,African American / Black,Female,20-29,20,2,6
1075692,06/16/2015 03:36:05 AM,IPRA,Complaint,Pending CPD Review,Excessive Force,SUSTAINED,No,1832,White,Male,50-59,3,3,6
1075692,06/16/2015 03:36:05 AM,IPRA,Complaint,Pending CPD Review,Excessive Force,SUSTAINED,No,1832,White,Male,20-29,3,3,6
1075692,06/16/2015 03:36:05 AM,IPRA,Complaint,Pending CPD Review,Excessive Force,SUSTAINED,No,1832,White,Female,50-59,3,3,6
1075697,06/16/2015 11:58:51 AM,IPRA,Complaint,Closed,Miscellaneous,SUSTAINED,No,1014,African American / Black,Male,30-39,11,3,6
1075703,06/16/2015 03:30:11 PM,IPRA,Notification,Closed,OC Discharge,No Finding,No,1522,African American / Black,Male,20-29,15,3,6
1075706,06/16/2015 06:11:35 PM,IPRA,Complaint,Pending CPD Review,Domestic Violence,SUSTAINED,No,3100 | 1631,White,Male,40-49,18,3,6
1075706,06/16/2015 06:11:35 PM,IPRA,Complaint,Pending CPD Review,Domestic Violence,SUSTAINED,No,3100 | 1631,White,Female,40-49,18,3,6
1075715,06/17/2015 08:47:30 AM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,322,African American / Black,Female,0-19,8,4,6
1075715,06/17/2015 08:47:30 AM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,322,African American / Black,Female,40-49,8,4,6
1075717,06/17/2015 10:06:35 AM,IPRA,Complaint,Closed,Death or Injury In Custody,No Finding,No,1623,White,Male,40-49,10,4,6
1075725,06/17/2015 04:51:16 PM,IPRA,Complaint,Closed,Miscellaneous,No Finding,No,1021,African American / Black,Male,30-39,16,4,6
1075730,06/17/2015 07:18:30 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,611,African American / Black,Male,20-29,19,4,6
1075734,06/17/2015 08:45:44 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,2222,African American / Black,Male,0-19,20,4,6
1075734,06/17/2015 08:45:44 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,2222,African American / Black,Male,0-19,20,4,6
1075735,06/17/2015 09:09:02 PM,IPRA,Complaint,Closed,Verbal Abuse,NO AFFIDAVIT,No,321,African American / Black,Female,30-39,21,4,6
1075738,06/18/2015 03:42:32 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1125,African American / Black,Male,40-49,3,5,6
1075747,06/19/2015 12:10:35 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,832,African American / Black,Male,0-19,0,6,6
1075756,06/19/2015 04:16:30 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,922,Hispanic,Male,50-59,16,6,6
1075763,06/19/2015 07:43:54 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,814,African American / Black,Female,20-29,19,6,6
1075766,06/19/2015 08:33:36 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1133,African American / Black,Male,20-29,20,6,6
1075769,06/20/2015 01:11:54 AM,IPRA,Complaint,Closed,Excessive Force,No Finding,No,612,African American / Black,Male,20-29,1,7,6
